Version        base     unroll4     unroll8       cblas
    gcc	   8802.438   34241.077   23561.082   13440.376
  clang	   8807.496   35206.167   23305.327   13115.965
    icc	  51678.575   45865.346   38777.512   54135.359
    icx	  48843.926   44919.576   22947.634   52756.841
