Version         ijk         ikj         iex      unroll4     unroll8      cblas
    gcc	     41.546      44.866      51.779      62.120      33.334     454.532
  clang	     47.313      47.454      61.663      81.600      44.269     454.401
    icc	     21.418      21.466      25.388      23.407      12.272    2236.047
    icx	     47.110      47.727      61.896      81.612      43.469    2203.630
