Version        base     unroll4     unroll8       cblas
    gcc	   8732.827   26000.792   20450.183    8618.859
  clang	   8843.984   31347.302   20888.795    8792.999
    icc	  31069.226   20456.532   21988.090   48544.525
    icx	  16960.066   31368.163   20330.401   41970.824
