Version        base     unroll4     unroll8       cblas
    gcc	   8861.991   25975.699   21005.803    8850.229
  clang	   8810.935   26025.013   21857.375    8806.037
    icc	   8804.378   24086.767   20884.823   40168.627
    icx	   8781.063   24999.506   19644.965   42286.062
