Version        base     unroll4     unroll8       cblas
    gcc	  18176.178   36673.708   28392.697   33593.777
  clang	  46466.140   66958.199   67089.621   32571.361
    icc	  68939.123   66776.617   46015.863   69292.421
    icx	  71751.260   48593.395   24385.278   70822.065
