Version        base     unroll4     unroll8       cblas
    gcc	  13026.987   26247.137   10367.668    6636.332
  clang	  24409.203   20610.404   23167.733    6611.154
    icc	  24516.342   16102.985   22092.882   62624.072
    icx	  13164.225   24408.203   16173.852   60946.925
