Version        base     unroll4     unroll8       cblas
    gcc	   9184.425   35933.708   24978.673   34550.563
  clang	   9209.156   35850.462   24987.933   34533.740
    icc	   9128.973   36078.381   24891.023   38951.930
    icx	   9173.890   36132.535   24940.180   41147.001
